articleID;cites
62796;4793947|45314|1501414|802721|4792373
62797;4780371|73408|4798307|172927|445
62798;75215|4772126|65890|52267|62402
62799;4802162|4802061|54711|4793472|69342
62800;4788926|4798545|60806|257807|172547
62801;174249|4792550|41717|31072|28123
62802;4770769|4794066|29266|4781729|52482
62803;4761903|68035|27955|4800796|43148
62804;71447|4773943|68660|55331|36595
62805;66866|45903|4780618|58532|69085
62806;43427|69573|1402703|53291|4786557
62807;4765285|65026|76154|803187|41382
62808;63578|4774343|40501|4796269|4795234
62809;65511|802195|4772875|52229|58948
62810;61774|56592|69825|59545|43943
62811;4792227|1389529|60287|31012|44944
62812;4795094|4796532|4776510|4766097|4765073
62813;44810|66068|4786372|4775503|330
62814;34842|32204|48624|1317843|35333
62815;27940|801787|4788022|64137|4780886
62816;4785455|36125|42655|49954|4791433
62817;4766829|67084|4801884|33634|4792567
62818;64455|4785088|39848|4760684|28408
62819;47816|31447|48652|69992|4788280
62820;1474037|4795809|4787230|55549|4779063
62821;4783363|66291|4801490|45756|4771200
62822;52786|4801292|4779217|1297690|46383
62823;63409|4771121|35973|34148|4797842
62824;33101|4775894|56562|67837|66020
62825;4788027|46434|4800767|69597|4795287
62826;68728|1425558|34683|4797862|72755
62827;4801596|47524|4798844|802830|4781087
62828;4800175|4774585|64057|4778236|44199
62829;4792364|43017|68131|4761086|38781
62830;64837|70966|37427|4777696|4768457
62831;36034|4782314|69867|58862|69665
62832;66091|4778790|4774956|4795500|72237
62833;4763008|4767099|4793874|4764978|4771633
62834;73078|802064|4796403|4788275|43944
62835;4797000|69438|71983|4779207|4786959
62836;4767859|65412|65319|51732|4767758
62837;4769505|1403527|126579|67134|28245
62838;39105|4785157|4768254|62959|4798796
62839;4796875|4779239|1325822|4763501|4800939
62840;4770803|41118|61825|4763532|43457
62841;47202|62112|173889|41226|4780807
62842;4777250|4766295|258432|54976|4801370
62843;4775758|4787403|4770472|33647|29452
62844;257307|44148|4779935|1493923|49124
62845;4779253|41473|63733|4761322|52797
62846;51497|4774348|73247|69891|51215
62847;4798093|39220|65265|45638|4783742
62848;4785035|34451|58890|34888|64757
62849;54417|4800809|1340171|4764855|4802070
62850;70566|41477|76581|57207|51298
62851;66083|4774518|4795510|44237|51608
62852;54062|28380|66533|72602|4791387
62853;37534|32903|4767195|55595|59507
62854;72037|76813|58062|30937|59072
62855;70966|73019|4795110|57977|4778828
62856;60011|49361|4780162|4781403|4788864
62857;38982|4799043|254186|4764754|69236
62858;45786|53483|4785226|4791419|51184
62859;28150|75976|61476|65187|49514
62860;4760645|4761852|39367|58681|4798149
62861;43217|59713|4778611|4778849|4786650
62862;258551|72651|32803|62893|69363
62863;4791870|50498|73015|53430|69289
62864;45782|4766240|4792478|45336|54932
62865;45493|75847|55043|66170|1507577
62866;1493784|61729|57236|59976|35402
62867;50000|53996|35810|57330|4760980
62868;4782614|56761|4785443|4792527|29127
62869;58834|4790126|44220|4763475|37872
62870;4767762|174986|72591|253124|52364
62871;1315506|4767413|71183|32883|4780646
62872;4776451|4778902|4787322|4767617|4800337
62873;4764805|4771396|38529|30674|52200
62874;4768486|4779223|54587|34876|34633
62875;45790|76252|46039|1270072|76128
62876;64686|174968|4783764|48039|37364
62877;4790489|48516|45834|74928|68630
62878;4798425|62067|1321036|4781656|29775
62879;69629|63359|38908|70112|44430
62880;73525|4771224|58348|4781539|35110
62881;4787272|41713|74485|4780473|29573
62882;4768229|4792559|4776082|4792375|1521148
62883;4774248|38788|50416|4780033|4801566
62884;59305|30392|62341|4784234|172120
62885;4773220|67988|29649|4803737|49792
62886;4781907|55076|4780388|325|4762868
62887;75477|40095|4785484|37944|4789814
62888;4802389|54893|173185|4762656|4772687
62889;4760779|66289|64653|65425|71435
62890;59067|50016|43039|65019|45204
62891;4772763|1471677|4768697|73134|58947
62892;30377|69556|30847|30517|50597
62893;4774630|802527|60389|62759|4769347
62894;4800924|4792157|803303|54435|58868
62895;4775701|4772313|40041|4795489|4777310
62896;33060|50315|4769095|4797835|28085
62897;47392|30502|37014|59218|43361
62898;4801553|4765179|4768984|70387|35079
62899;56919|40165|4769120|46399|4778412
62900;4788098|69914|34247|4794974|28515
62901;4785420|45108|4778297|35887|4772715
62902;60371|4779962|4799933|4799720|4778663
62903;4774563|4782242|4797622|4781826|40427
62904;28730|42619|4778549|57229|69914
62905;4792188|4769712|4772196|4794336|4790053
62906;56589|4802891|4764501|4784097|36962
62907;76151|4781317|4771940|37429|4784511
62908;4771349|36806|4782364|57830|70727
62909;74690|52898|4770131|30593|53896
62910;45714|4780789|29861|48473|4797442
62911;4782955|37163|4799222|62116|4767085
62912;4791445|29240|62768|38246|4789455
62913;4791467|4798652|60186|59129|72353
62914;257117|66650|34227|4789016|39033
62915;4766526|4788427|4801139|4765196|68409
62916;66225|30864|801798|35779|71021
62917;40414|63579|44656|4801563|1333455
62918;4773773|41441|31659|45865|53748
62919;4781498|66010|4761381|4784667|4785181
62920;37110|4799119|173869|4781601|4763918
62921;52761|28400|4783651|71276|4791639
62922;4792539|70495|73356|41288|4760947
62923;66981|36105|44868|76929|4780574
62924;72275|66015|33494|31259|4763770
62925;70050|37352|61784|126594|4770363
62926;47180|4802777|44028|45665|4773037
62927;4774829|52846|30046|1361900|4765421
62928;48622|4765008|4783184|4769966|47468
62929;29304|173644|4801010|4769655|41536
62930;4774083|55454|31431|4771137|74057
62931;4780581|38719|52016|4792299|4762569
62932;4772320|40562|73530|801995|52608
62933;4795372|4798549|76624|4796402|4764027
62934;801826|4795115|70255|4788467|4761989
62935;4790823|4784901|31012|4783958|4764470
62936;42862|4773818|68711|4791834|52634
62937;60224|803303|1322589|36918|50788
62938;36525|1457559|4787643|4775471|41898
62939;4768594|4768883|36009|1380622|41781
62940;53964|59334|4777215|4786512|4776522
62941;4788318|4764242|29408|51876|4781808
62942;4764563|72603|4775123|43226|48997
62943;4776438|43230|50233|60113|4799022
62944;75353|4792714|70519|4785751|1450550
62945;801892|254611|4768759|43331|4798328
62946;4763664|174954|4786990|60658|41489
62947;41061|257582|4766718|4771880|30072
62948;4783297|35857|4782816|52749|33810
62949;4780581|4792749|4778215|4761544|4802338
62950;34326|64856|30956|4773434|68098
62951;63788|4767378|4774820|60930|4791652
62952;41557|58657|73126|4772619|4797510
62953;30051|57089|76443|4791285|4767692
62954;47388|4762776|58803|172793|4790760
62955;71997|4798667|4785033|4781818|4790062
62956;4791958|77272|31198|73688|4792139
62957;4776413|52900|73721|4799404|802305
62958;4764800|57519|4765247|4786005|4795199
62959;44380|49558|38377|38401|30162
62960;4766418|63848|55716|4790351|56816
62961;4803656|52226|76710|46402|255052
62962;1478060|35581|43133|4771756|76302
62963;70594|253166|30821|36095|4803820
62964;67875|30769|4783112|73877|4796944
62965;68276|4785173|44351|4770025|4774881
62966;28300|69192|1509510|66042|4775733
62967;75461|68306|37020|4797335|801888
62968;4774972|38208|63414|4793027|48407
62969;44065|34064|173322|4787321|4785973
62970;4792361|37780|68771|29611|62485
62971;4785913|253526|4786729|33079|4778541
62972;34779|4774886|4785812|38639|4787697
62973;36802|76646|126635|31952|42932
62974;4778007|4761896|59935|1414344|4776326
62975;4786838|4769520|4791878|4789957|4783012
62976;803276|4769454|42507|29559|40243
62977;4795648|4785455|4774065|51396|35099
62978;4795536|4799763|4789145|253543|1522408
62979;52176|4773573|4786254|4765880|1314366
62980;56689|56979|4768535|48831|4773610
62981;36982|1497974|4772569|4790995|1269121
62982;173355|4785009|39139|38797|4792255
62983;30919|4795602|1447765|46164|40983
62984;2266714|30071|73991|34629|4803098
62985;4771276|60422|53891|4769236|63749
62986;71359|4774995|56584|4785696|31426
62987;47287|75416|76569|53388|4771879
62988;51787|802576|4779064|65130|56252
62989;58872|4761456|4771185|4779218|803456
62990;1292617|4787454|4768492|39679|66596
62991;50135|4774489|4786138|4761570|44048
62992;56112|4782278|76175|32482|36019
62993;60560|68582|30825|4777497|1372266
62994;75266|4803062|4777556|256785|4792360
62995;55892|42228|4772464|65576|76587
62996;4779185|48588|35661|4767287|36083
62997;57859|4764623|255977|4792188|1342981
62998;4787683|4800970|42117|4761421|72404
62999;46274|65397|802257|4782612|28657
63000;4775282|39275|4782126|4774206|4761966
63001;4790495|4766012|4801615|42690|4802004
63002;4764828|32359|4760459|4783541|37537
63003;1291745|46059|35331|4787084|56779
63004;54300|4767361|60697|4792205|55093
63005;4794265|53226|28200|30920|49342
63006;64029|73853|34263|4770784|4802805
63007;4800260|54918|35914|4766031|4771918
63008;254214|43389|4780489|45755|4777215
63009;72376|4780586|43732|70057|62733
63010;63660|77138|4773661|173014|68904
63011;29237|54925|67385|31558|4767422
63012;100|4768609|40204|4800317|55390
63013;4787561|4802329|43901|4764530|4770135
63014;45592|4798250|66169|4773666|70426
63015;46584|35404|29281|72002|67840
63016;61068|48474|46634|4794271|65756
63017;66552|4776762|68715|4781939|4782330
63018;54837|173877|1355439|4792172|67383
63019;73894|60705|52435|4778491|32261
63020;4766282|253399|4776015|44003|35009
63021;4800157|4801838|4784546|47087|63049
63022;1477851|29601|56264|45587|76387
63023;4802035|45845|60942|72106|68893
63024;803113|4790595|4780737|39000|4796482
63025;4760759|4763410|4779661|4769556|70379
63026;4796348|62750|35466|4787421|50483
63027;75958|30445|4787101|4765383|4798772
63028;54775|56053|4786815|37542|69331
63029;255932|72906|69642|4775789|50698
63030;30697|4792329|4781677|42838|46549
63031;4777728|1468265|4782356|4778331|4777721
63032;4772364|4773326|50216|4776361|4764270
63033;4761780|4802470|27919|74873|4762709
63034;4775361|4784737|803102|29264|60788
63035;4769778|75964|50710|4797930|4776693
63036;4775585|4782815|4799751|72122|4770683
63037;38377|39343|4802842|34370|57145
63038;74772|4797738|40663|4780775|802101
63039;48824|4770643|65132|30866|45444
63040;4794072|4783417|58563|73224|30682
63041;37823|39472|4784771|58099|4769453
63042;4766136|1310352|45171|42745|30958
63043;4798876|4761946|4789698|58585|4803531
63044;67279|30723|4801521|61885|4789289
63045;4775070|40949|65973|70341|46592
63046;174997|4802700|4793959|4771379|43566
63047;4770527|38418|28966|76713|1479255
63048;4767551|4798504|72552|4792774|63119
63049;4768338|51603|4773638|4798638|4760830
63050;4778213|68604|76762|58254|38323
63051;4788065|77011|4774360|71414|72797
63052;802549|4761395|4773057|68435|43722
63053;4767165|63109|489|4792957|4778157
63054;4793484|4767046|4790544|4769092|54887
63055;77057|4793547|4769780|4784084|36310
63056;4785787|4791751|63528|72553|4788419
63057;74212|41163|55271|67686|60929
63058;4789691|4761019|4799823|4760662|1477589
63059;4770263|41292|4766454|65276|173952
63060;4802270|1342836|1368019|67038|74950
63061;42124|4791333|4783610|31827|34244
63062;53108|4768067|48035|30484|4773334
63063;39715|72473|4786597|62190|4786510
63064;34782|30858|4800711|4784632|75772
63065;4784457|29518|4766644|75184|4763660
63066;1504299|4770299|52443|4791695|4763948
63067;35987|4780073|49696|34257|69516
63068;62384|4765439|4796037|4787321|57550
63069;4800517|74450|44538|62628|4761574
63070;63692|47578|60819|49779|33306
63071;49379|35459|56843|52325|4772774
63072;258607|59547|65081|4792431|4789943
63073;253163|1352577|70797|4760686|1299590
63074;71875|4795392|56953|4772497|4786071
63075;254661|48687|35043|4794204|4778739
63076;74892|60886|4786839|65383|4767238
63077;4794460|4783856|44222|4767280|4791628
63078;4782323|802379|60599|4803684|309
63079;45925|28870|4802317|61091|65176
63080;4799902|67794|4774414|72874|4784831
63081;4782562|4768728|57402|4799193|4775293
63082;68010|60053|4777724|52189|4798516
63083;4795941|801801|72281|64260|4787439
63084;4800297|66216|4790154|74671|32551
63085;4776358|30478|32740|32776|4796618
63086;4786008|4799630|68004|4763722|4782695
63087;4794037|32781|4795265|4789694|60791
63088;53344|4766354|53885|56055|57811
63089;65555|4764690|4774299|36432|4772109
63090;4801764|61652|48525|4767821|70231
63091;74082|4763397|1341421|4800270|57460
63092;44107|72973|31399|31887|4775905
63093;4783289|4788342|4789369|4779995|4789197
63094;76563|65987|68812|4798423|67623
63095;4765968|4777365|46511|4788759|4785369
63096;58911|48343|4798148|4789949|4762905
63097;44345|4779991|73974|48734|73060
63098;4762627|4779393|32562|70267|4781811
63099;60972|63017|4773382|4762681|4796750
63100;39529|39313|35309|4772751|4803514
63101;4796612|4769018|4767126|47464|50517
63102;75135|4798939|70777|28875|74382
63103;53807|70550|58433|4790856|45625
63104;49276|4794772|4766906|48812|65734
63105;4803407|55551|72820|802243|4779827
63106;4773646|76099|4769156|4795478|228
63107;38622|4765648|44593|4783309|56719
63108;41543|44954|4781192|49681|58797
63109;61611|4763740|4769851|4802026|53501
63110;4802480|4800466|4782605|4774991|4781287
63111;68995|172986|4782101|52146|56958
63112;4791070|4769539|46922|4790380|38152
63113;60898|4799308|4790661|4774102|4765455
63114;4802960|4763164|33849|4770005|59883
63115;4794839|535|38671|4795301|4779338
63116;4794471|4800643|37955|4778007|126624
63117;4782388|43474|36435|4770658|4793575
63118;4763951|4765378|51366|49944|4783646
63119;58155|4766099|1486705|173905|4793077
63120;54586|4776012|4769443|72840|52975
63121;37075|57957|66467|4762142|34736
63122;45020|4794108|51762|4768167|51284
63123;31389|4787857|57688|1382539|4791388
63124;31690|4761577|4795108|4787896|4778863
63125;52921|40626|4763006|56006|4787193
63126;28796|37126|4792425|4793246|802237
63127;4790989|4795605|35978|29037|66440
63128;4773671|57481|4778985|4766307|257348
63129;60534|4794845|49943|39259|28738
63130;73639|76244|4799589|73818|35267
63131;45107|66743|33124|4802075|37196
63132;4769482|4796299|1391511|32583|254472
63133;32291|41029|4777512|4767826|39155
63134;4773369|4800308|41264|30664|4772110
63135;4782201|65241|4773679|4780867|4784401
63136;53175|4789946|61759|49883|69696
63137;4799752|4789420|4800026|802603|4781669
63138;46460|4782840|4767918|68923|4768226
63139;4788007|75573|4765615|53142|56156
63140;4795334|44577|58469|4790075|30249
63141;4784500|4767286|802733|4766952|71456
63142;4768789|4763664|70437|72540|4776724
63143;56991|4800794|34767|63632|802274
63144;4777110|4771327|4798802|38301|4790133
63145;54063|35773|50610|30186|58222
63146;76801|4793661|38162|47590|34532
63147;4767587|72391|4764052|4798712|47402
63148;4778956|1334178|4764787|73638|76434
63149;45981|4773472|4784793|4799888|42740
63150;66045|4793228|29684|55879|61970
63151;4768365|31522|61832|37130|75629
63152;4785323|174943|70805|1397711|58802
63153;62503|801901|46276|255255|4774440
63154;46920|4766390|4764853|73212|4775850
63155;173250|4767716|4787702|4761388|803219
63156;31257|70206|68384|69805|30647
63157;54069|56847|48359|4769079|4777575
63158;67412|46898|46443|38242|4803432
63159;110|33404|4784117|4771811|67846
63160;72972|4773768|4799401|28797|4774022
63161;31721|77085|29676|61676|76877
63162;72148|51493|58273|46270|34753
63163;4778848|62222|65264|1385443|4775322
63164;4785630|4797524|30914|75720|4800817
63165;65303|4763172|4796756|4790276|4788274
63166;32813|4771497|60045|74620|4775079
63167;64845|4782596|30270|43606|69053
63168;59269|64886|4793056|4769073|802351
63169;49650|53222|68856|47011|76351
63170;4773581|4770146|70250|4774722|4776793
63171;254467|48994|30304|57569|77315
63172;59635|60503|4762891|4787860|62502
63173;4795410|29804|61380|803323|59100
63174;4792212|30486|40499|4792320|50362
63175;30800|54953|4798494|4775088|4787642
63176;28226|4766001|72914|51545|4794191
63177;43562|4774769|74880|4797992|4797787
63178;56618|4794406|4787755|4791485|802596
63179;1413004|40535|32810|4798223|4764533
63180;36573|73904|37303|4790322|4788453
63181;61443|42718|4777576|4786135|529
63182;174720|4801253|4792093|59509|4801061
63183;58268|4799434|48185|50979|4772132
63184;29932|4795103|4771261|174729|63376
63185;4799999|58802|52003|47479|32188
63186;37586|57198|51189|4781445|63566
63187;64395|53283|4797037|65056|43458
63188;1374610|48863|4795531|4801027|4780191
63189;58887|36467|4774642|4760892|4791355
63190;4762824|30113|4783474|4769700|4763048
63191;54162|4786118|1402589|4772487|61927
63192;4789636|4791202|4777063|1294153|4779349
63193;4776606|4784629|55283|4777862|73802
63194;34056|4801131|62980|51782|217
63195;28569|55457|4770654|65481|34336
63196;69956|4762216|4769477|4783621|4795485
63197;39376|49014|34008|4799282|59106
63198;59734|4791311|4795195|74686|4771360
63199;59759|1507814|70959|61318|1295086
63200;33619|45878|4779594|31775|4785273
63201;4799435|4778259|63019|69159|51818
63202;4770368|41532|32344|4776710|73489
63203;4771703|50273|42834|4788541|4777972
63204;38073|73856|4762949|4764383|30762
63205;4768545|172340|28721|4781828|4763033
63206;33475|33420|4777089|72998|4788094
63207;32056|4785695|37258|45877|49763
63208;76881|4800320|36926|73815|1325258
63209;75339|33923|42886|43047|44113
63210;57684|44614|56275|56991|1507345
63211;4771762|4793409|4778992|36769|4795002
63212;55150|174490|28001|49900|42961
63213;4769683|73852|71867|44669|4770141
63214;4769249|4789440|4802123|4771189|4791079
63215;4779219|39828|4774095|51699|36886
63216;45068|47717|35827|35399|74475
63217;4765455|4796887|4774161|4791603|40866
63218;4801163|53530|45035|4791422|71018
63219;253482|45000|47679|74460|173494
63220;4803402|59427|57567|1470792|256751
63221;29087|4794112|4798270|4782495|64846
63222;1284979|41157|4792642|4785896|28825
63223;4761287|72411|4802073|4775318|63048
63224;53183|73523|63563|62915|4786143
63225;4770106|256790|64442|1500764|51885
63226;1336490|256247|4786259|4792936|256772
63227;67263|53287|38399|71901|4773170
63228;4793454|76907|62308|4782949|4766642
63229;4801040|4801501|56980|70394|174087
63230;4787566|63879|71289|58199|56218
63231;55114|54133|4764600|29235|4762970
63232;61494|51767|4801259|51870|4789001
63233;75968|4790984|61288|48743|43154
63234;802607|39701|59911|47919|67892
63235;68012|4778329|63420|60106|4784832
63236;4797479|4802567|53519|4761412|53102
63237;45624|4768120|1297433|4775769|34582
63238;4788094|4775995|75584|4792564|4776478
63239;4785355|66668|62942|46465|69336
63240;4763979|63085|4791136|46544|67090
63241;33320|4786288|53615|62802|4763041
63242;4786584|45753|37266|38411|69310
63243;75277|39463|30470|4785294|4786432
63244;4760824|42332|74172|40204|61082
63245;4768175|4802959|30245|4779706|77100
63246;43833|254243|4796290|30206|37773
63247;4781205|1300663|72397|802607|53039
63248;60845|41764|28943|256301|4765478
63249;35657|73922|4784946|27991|45273
63250;35845|39363|4793505|172922|40327
63251;4782358|4783909|4768560|803489|77179
63252;50078|4764975|37234|51013|4776629
63253;34796|4782416|36005|60102|4781024
63254;4760804|1394912|1342549|72862|67634
63255;4778718|4788720|38419|4798034|4781603
63256;4802375|57165|4776270|28181|30140
63257;4761435|1287581|29907|4774967|39849
63258;4795825|4782382|41901|45885|4765760
63259;39908|30811|49140|44134|4803536
63260;4770992|53959|4801063|4771895|4776571
63261;36139|4783062|4774521|53246|4788877
63262;54065|4786072|41745|4798269|4765501
63263;63541|4761853|67784|38908|4773154
63264;40045|51705|72263|4785483|50572
63265;67994|42205|76418|69927|36043
63266;4803779|4799603|4767907|38546|4771018
63267;48054|73363|74350|4801473|66117
63268;35480|58673|57773|64767|4768649
63269;4782610|4760966|40131|4770109|4782279
63270;72396|36498|4783507|4799265|256459
63271;70265|4765357|4774167|30152|4784513
63272;31583|68686|173786|51853|4786714
63273;4785074|55627|58372|4795759|61172
63274;254351|4793263|29989|53233|4779422
63275;4775589|4801856|30262|4784071|4772988
63276;4770632|28931|4791981|28701|4802833
63277;60534|4790930|45591|73741|68375
63278;4790458|802294|65647|65819|63745
63279;49544|4791721|4800070|4782199|33566
63280;4788533|4800679|75741|73397|39389
63281;4785883|4787740|4801803|52007|58926
63282;47849|4765950|4802698|37528|65252
63283;52666|126629|4765379|38747|55365
63284;4763341|4762070|62028|4770992|4770388
63285;58814|43292|47829|56332|51033
63286;73273|38832|74365|4765519|42225
63287;36248|27955|4803409|38650|70411
63288;4778600|4781490|52099|4774897|254362
63289;40313|4795985|4780807|48412|174397
63290;32746|1284708|4785800|4793531|4793842
63291;56280|30825|71780|39453|50266
63292;63492|4762758|41259|50834|43047
63293;4776467|47278|61430|31241|76227
63294;4776087|802475|48330|4769454|59165
63295;35102|4769544|58209|61642|294
63296;4765592|4767906|70941|68260|32091
63297;29752|4770107|4796113|1424702|58268
63298;31699|36378|4768834|4799812|32711
63299;62079|60411|4766336|74961|45116
63300;51226|4777382|35841|4769339|4793029
63301;40831|4785419|42978|42319|61772
63302;4779634|4787685|4790206|4793306|4785066
63303;32495|4773254|4761419|4774824|61613
63304;4783802|34647|49788|4771768|4785532
63305;51345|40570|4774509|39315|35993
63306;4796863|4793633|63647|4770858|47247
63307;4791993|43019|50837|60117|4765930
63308;50896|62784|74797|4803417|4765582
63309;4769476|37168|33139|802196|4768309
63310;4798981|4764366|4785252|51237|34560
63311;4801736|4798383|174227|65225|4765259
63312;47521|4763390|1410236|72807|47205
63313;41763|4767435|4763596|61134|66090
63314;4772661|4789168|69733|38524|4777377
63315;4785814|4766026|4768984|174964|38617
63316;38540|4782483|73246|68423|172200
63317;71545|31295|66347|4790606|4776477
63318;39409|60111|29187|4800100|4790942
63319;254438|4764760|4796112|4785930|1366485
63320;1358957|56975|4786739|74622|58893
63321;57197|4778111|41483|75613|76046
63322;42004|38706|36802|4777407|73943
63323;64588|1412526|67147|45357|45316
63324;29900|802127|61206|56280|4783005
63325;4780936|53442|55089|42866|47962
63326;4796092|57787|4792718|4771704|40813
63327;801975|40464|42209|4771289|253172
63328;60263|46652|75791|77238|4789649
63329;4768086|257072|4792537|4795088|36244
63330;32514|803000|49997|4768165|4789157
63331;257300|4787097|4778692|802189|4776660
63332;60551|57329|4764587|40581|73461
63333;4767209|47702|50020|42144|74317
63334;52173|32083|173419|4790985|4775851
63335;4797261|4795560|4782283|52219|36467
63336;4770524|4763476|4760599|4800144|4779246
63337;4763479|4769122|4786753|4796063|4795736
63338;4774088|4777341|4801998|4782716|65141
63339;4785703|4765010|47107|55146|70654
63340;46519|50238|57145|45947|54782
63341;4763053|803312|46751|34465|55219
63342;32433|4785291|4770468|36128|67466
63343;56347|43879|4797333|4800565|4787355
63344;60874|4786040|4779799|4761806|4781344
63345;4764251|4792377|44011|802336|4783424
63346;36138|1360341|61327|63168|43130
63347;4767149|45771|53140|47025|4774563
63348;4787635|51816|4772571|58420|802315
63349;4785359|43425|31211|4762647|47522
63350;66456|47191|4797489|48531|4793443
63351;57158|4791333|4800389|58038|34430
63352;64356|49827|4768968|55976|45237
63353;4770909|4763574|4794186|50369|4761589
63354;74984|50225|4786260|1411655|53844
63355;802107|4772621|4761932|4788951|4789426
63356;4769518|61857|54472|55682|258603
63357;64816|1406435|4769435|4760524|56045
63358;4798983|65803|4782719|4792839|4803315
63359;75100|61957|70146|46546|43978
63360;1493923|4788765|4770393|4778787|4799126
63361;4792068|61783|47540|29250|4762936
63362;44934|4783508|4778492|4772701|4765462
63363;35222|58951|59113|4762965|54917
63364;58867|54860|48680|4761492|48464
63365;4792849|53763|57415|4787484|54024
63366;33853|69424|4796369|36346|38838
63367;4771135|4800874|37454|4761238|68947
63368;47316|255615|61291|47011|62266
63369;4772388|36437|4772587|42059|47628
63370;4800428|58045|74195|4771480|65847
63371;4775854|4803192|74144|37283|49501
63372;72763|29937|41218|53181|1317317
63373;43071|4776275|4776284|4764402|31535
63374;4802696|4792014|4793314|1466181|57104
63375;49821|62013|35516|4788823|77321
63376;58667|54131|70538|4799596|4793850
63377;44852|1459625|70036|1271842|58423
63378;4766903|4776715|4797384|32039|61739
63379;43171|1374419|66184|4783154|67868
63380;30618|42121|50128|4794538|37797
63381;4778836|32326|4766661|70705|4778396
63382;73754|65322|4769584|4798022|4791285
63383;4789477|52892|4798463|172528|75555
63384;1305033|4791258|803330|63289|4778253
63385;44959|4776298|56353|4786275|4776994
63386;4772740|4787893|4770677|4786413|4797877
63387;33643|56173|28352|4781139|4798829
63388;51849|4766106|60662|4794295|61800
63389;43658|30614|4789587|4791659|4782543
63390;4766629|51395|1301159|4775564|67373
63391;4790191|4782749|76494|66472|56510
63392;4796233|29600|1504299|35163|4772140
63393;4798429|4777316|69832|802187|35458
63394;4782096|29665|68965|4761877|56136
63395;4785157|53552|31920|4777122|4787089
63396;4774475|4798170|4775402|74265|44598
63397;64043|4778444|73317|4777379|4783783
63398;75287|72742|4764836|1362502|1406221
63399;4798985|4775474|4801471|74126|49649
63400;33112|4796613|802583|4769419|4801565
63401;73523|4775601|77284|64815|35729
63402;30527|4761139|35208|4773240|4793069
63403;58231|59763|57722|68214|55389
63404;47971|48355|4762059|4798751|64758
63405;4799839|40442|36505|1356798|62065
63406;76792|256410|4778629|4786820|41257
63407;4787843|4778973|4792018|61825|74186
63408;55101|4790156|50665|31256|53748
63409;4763838|4776808|4765401|4798502|53861
63410;70099|1357503|57503|4794887|4763751
63411;54292|75147|4765651|4773761|4773347
63412;30131|70130|4761821|4765737|1398599
63413;4800488|4767599|4774268|4800236|61927
63414;54820|4765651|47306|4799414|68870
63415;4772770|46069|74026|41741|71889
63416;4778580|1376370|46506|4801078|4777445
63417;29797|4802741|73760|4802040|4772373
63418;4782513|64175|33949|65795|173148
63419;29132|52801|54877|64336|4793512
63420;28359|49146|69107|4788652|73189
63421;4775824|62510|4795820|4798919|70079
63422;1433403|173294|58473|4776012|4775712
63423;258275|44977|53277|41018|47397
63424;4803154|4765968|4797183|41618|36493
63425;44161|4770462|4797420|39598|4762842
63426;66155|48294|72087|4799141|4766559
63427;40505|802578|257806|4778554|802595
63428;39059|4803795|4765582|4776851|55333
63429;4769651|66878|66614|34531|52207
63430;4770778|4769874|4782044|57442|43558
63431;4776838|58322|60224|71530|4764615
63432;4779392|48253|69047|35113|4787549
63433;30943|4762295|4795373|36006|37629
63434;30951|64214|77152|4772775|73060
63435;4770709|4785361|52770|31101|56268
63436;4788271|64664|172316|64690|60108
63437;314|4766862|59239|42277|4773373
63438;29067|62560|46511|4800547|4760891
63439;4773588|1438656|4802820|76341|4772262
63440;49117|4765784|32648|28938|36088
63441;4783793|49856|59792|4761933|66967
63442;59904|69990|4763858|61953|66513
63443;4788078|69738|4768512|802641|62357
63444;28203|51626|4765096|4765323|4789844
63445;69103|4764530|64166|53848|53980
63446;4777976|29385|4788592|38335|46293
63447;43796|43804|69574|33129|71610
63448;45156|72463|4768977|29321|71098
63449;4774047|54843|52693|4789464|38806
63450;33085|4765671|4799906|4796420|35278
63451;4764204|67231|4770828|43477|4779630
63452;47559|71192|55199|4771067|173213
63453;4789390|68624|4801884|56741|4790140
63454;37345|258004|1482869|44742|76274
63455;4798089|4793283|77003|76917|55950
63456;802186|37937|4800119|4763073|4774623
63457;72496|4788699|48249|65676|4781360
63458;68006|69695|51142|4795047|42683
63459;4785775|32679|32993|4768020|69375
63460;57325|50275|4777047|4768215|4796475
63461;4800887|31179|55693|802250|4784780
63462;67475|4785588|4775173|1446223|42662
63463;44314|4785306|53105|53571|28719
63464;75845|803272|49599|4772691|66694
63465;1319247|4771527|4781959|4777735|75585
63466;1360405|4763564|4763713|4785657|52295
63467;4794618|37637|4792361|64239|4760637
63468;34782|4790404|32464|4783133|60842
63469;45352|28304|62929|4789635|4796016
63470;1506233|4766315|42914|37905|4779470
63471;4772462|48451|4760427|4798916|4788943
63472;40403|63332|73920|47847|59986
63473;4775899|4765495|47947|4765486|33370
63474;4763409|36196|4799159|4787563|4798818
63475;4778027|70658|28159|58616|61979
63476;4801270|4775000|4798785|4787733|4776864
63477;75386|4802619|4778823|802591|59573
63478;29409|49256|50447|42255|77008
63479;42842|4802534|4800358|4801630|50889
63480;4779050|4760880|128|4782694|4790983
63481;4799787|4794328|4775870|76274|4760736
63482;1497129|66808|1313544|47647|801663
63483;42758|38219|1373310|4762601|4782381
63484;72579|1319195|44365|4778281|40920
63485;4786538|4797103|71809|57999|4797272
63486;4800249|32353|55076|4770424|67486
63487;1391918|4803797|4787692|57081|42203
