articleID;reviewerID
1326706;7432884|7433046|7433031
1326918;7433091|7433008|7432973
1327114;7432934|7432989|7433099
1327202;7433058|7432878|7433024
1327256;7433080|7433102|7432942
1327357;7432989|7432866|7432941
1327459;7433046|7433064|7432939
1327466;7432867|7432884|7432901
1327549;7432872|7432897|7433056
1327638;7432895|7432979|7433098
1327667;7432893|7432891|7433091
1327681;7432977|7433005|7432944
1327810;7432954|7433112|7433075
1327833;7433000|7432953|7432866
1327899;7432996|7432981|7432948
1327978;7432869|7432980|7432967
1328072;7432958|7432998|7433047
1328234;7433106|7432939|7432891
1328391;7433111|7433032|7433062
1328437;7433055|7432922|7433111
1328539;7433000|7432963|7432901
1328954;7432979|7432993|7433110
1328971;7433024|7432995|7432870
1329009;7433000|7432909|7433063
1329032;7433036|7432965|7433039
1329137;7432932|7432869|7432871
1329175;7433019|7433061|7432887
1329241;7432952|7433002|7432909
1329429;7433072|7432971|7432929
1329451;7433067|7432992|7433035
1329481;7433024|7432916|7432887
1329625;7433085|7432866|7432948
1329709;7432952|7432945|7433072
1329771;7433042|7433033|7432965
1329811;7433012|7432904|7433067
1329958;7432875|7432884|7432947
1330453;7432878|7433101|7433039
1330494;7432912|7433041|7432897
1330541;7432891|7432912|7433093
1330576;7432905|7432942|7433054
1330618;7432897|7432946|7433029
1330789;7433012|7433006|7432902
1330878;7433056|7433048|7432952
1331074;7433058|7433052|7432910
1331077;7433009|7433015|7432946
1331175;7432939|7432938|7433034
1331191;7433032|7432943|7433033
1331310;7432909|7432943|7432945
1331362;7432918|7432872|7432865
1331483;7433066|7432943|7432917
1331510;7433070|7432989|7432976
1331531;7432976|7432980|7433009
1331654;7432928|7432890|7433094
1331724;7432870|7432996|7433009
1331772;7433004|7433032|7433033
1331994;7432897|7432922|7432964
1332065;7432979|7432917|7433049
1332099;7432880|7433085|7432963
1332173;7433096|7432930|7432998
1332181;7433093|7433022|7433017
1332199;7433100|7432920|7432934
1332320;7432996|7433071|7432888
1332467;7433113|7433082|7433112
1332624;7433025|7432935|7432910
1332820;7433107|7432948|7433019
1332829;7433111|7432881|7432871
1332916;7433093|7432971|7432871
1333018;7433036|7433022|7432879
1333120;7432951|7432918|7433052
1333187;7433028|7433084|7432902
1333200;7433018|7432953|7432884
1333257;7433112|7432946|7432940
1333317;7433050|7432874|7433040
1333398;7433041|7433060|7432955
1333423;7433080|7432924|7433045
1333455;7433004|7433040|7432985
1333642;7433064|7432875|7432986
1333756;7432876|7432943|7432974
1333877;7432947|7432948|7433028
1333881;7432967|7433002|7433111
1333916;7432993|7432904|7432869
1334036;7433057|7432872|7432918
1334073;7433112|7432910|7433042
1334139;7432919|7433106|7432996
1334146;7432969|7432957|7432972
1334178;7433048|7432919|7432963
1334187;7433075|7432917|7433105
1334769;7432974|7433069|7433049
1334877;7432891|7433037|7432998
1334884;7432905|7432916|7432927
1334926;7432881|7432928|7433107
1334934;7432895|7432914|7432891
1334968;7432999|7432936|7433001
1334991;7432948|7432999|7433069
1335091;7433014|7432873|7433065
1335356;7432973|7432976|7432885
1335414;7432996|7433050|7432975
1335415;7433028|7432961|7432999
1335630;7433070|7432890|7433042
1335705;7433055|7433079|7432881
1335713;7432959|7432873|7433004
1335891;7433031|7433077|7432876
1335991;7433030|7433065|7433025
1336024;7433049|7432867|7432993
1336114;7432970|7433081|7433017
1336210;7433100|7432936|7432905
1336244;7432866|7433068|7432899
1336389;7432962|7433019|7433014
1336490;7433025|7432915|7433043
1336503;7432922|7432893|7432894
1336530;7432914|7432883|7433005
1336598;7433011|7432892|7433013
1336686;7432893|7432987|7433092
1336699;7432943|7432936|7432916
1336768;7432963|7433043|7432958
1336773;7433012|7432968|7433009
1336865;7433100|7433063|7433080
1336881;7433068|7432997|7432928
1336910;7433030|7433019|7433057
1337107;7433094|7433002|7432961
1337293;7433021|7433047|7432914
1337383;7432942|7433075|7432986
1337549;7432923|7433063|7433006
1337650;7432991|7432953|7433002
1337665;7433073|7433056|7433037
1337700;7433039|7433034|7432918
1337787;7433042|7432900|7433003
1337902;7432936|7432981|7432943
1337956;7432933|7432889|7432987
1338280;7433084|7432934|7432955
1338326;7432884|7433029|7432942
1338336;7432938|7433074|7432922
1338486;7432981|7433097|7433021
1338556;7433112|7433004|7433031
1338588;7432874|7432922|7432921
1338592;7433033|7433064|7432868
1338784;7432866|7432902|7432970
1338851;7433093|7432966|7432922
1339021;7433113|7433051|7433073
1339083;7432993|7432964|7432966
1339242;7432943|7432882|7432906
1339301;7432889|7433084|7432998
1339307;7432971|7433105|7432876
1339316;7433062|7432905|7433049
1339337;7432891|7432963|7433085
1339376;7432932|7432882|7433030
1339461;7433022|7433074|7433017
1339823;7432952|7432916|7433075
1339856;7432972|7432968|7433093
1339876;7433018|7432986|7432982
1340011;7432921|7432985|7432909
1340090;7433060|7433023|7433104
1340171;7432978|7433006|7433032
1340218;7433001|7433018|7433052
1340256;7433085|7433028|7433040
1340289;7432865|7432978|7432990
1340383;7432985|7433011|7433048
1340540;7432901|7432924|7432980
1340561;7433013|7432973|7432870
1340628;7433003|7432881|7432874
1340634;7433055|7432973|7432951
1340677;7432966|7432995|7432916
1340722;7432945|7432972|7432955
1340797;7433032|7432920|7433009
1340908;7432899|7433094|7433019
1341013;7433048|7433104|7432963
1341107;7432936|7432906|7433005
1341149;7432934|7433052|7432895
1341185;7433011|7432945|7433005
1341212;7432976|7432881|7432892
1341278;7433103|7433074|7432987
1341322;7432992|7432932|7432933
1341421;7433015|7432925|7433019
1341681;7432927|7432884|7432907
1341687;7433105|7432979|7432947
1341728;7432915|7432987|7433045
1341798;7432993|7432914|7432941
1341831;7433085|7432881|7432966
1341995;7432919|7433020|7433106
1342001;7432902|7433062|7432987
1342292;7432983|7433081|7432990
1342300;7433097|7432905|7432972
1342390;7433076|7433097|7433002
1342549;7433096|7433006|7432996
1342579;7432964|7433050|7433074
1342632;7432965|7432991|7433089
1342681;7432952|7432964|7432886
1342720;7432957|7432872|7432883
1342836;7433071|7432891|7433054
1342845;7432930|7432888|7433092
1342969;7432890|7433013|7433039
1342981;7432923|7432918|7433071
1343020;7433006|7432979|7432904
1343144;7432952|7432917|7433067
1343397;7432890|7433103|7432918
1343533;7433078|7433106|7432996
1343535;7432915|7432867|7432913
1343596;7432939|7432929|7433030
1343613;7432925|7432948|7433102
1343795;7432870|7433110|7432906
1344023;7432921|7432927|7433099
1344239;7432895|7433105|7433093
1344326;7433077|7433030|7432947
1344346;7432897|7432953|7432993
1344392;7433087|7432928|7432945
1344584;7432977|7432925|7433069
1344632;7433056|7432964|7432959
1344640;7433056|7433059|7433034
1344745;7432907|7432974|7432922
1344909;7432875|7432887|7432904
1344915;7433103|7433050|7432957
1344999;7432886|7433065|7433041
1345157;7433110|7433035|7432973
1345173;7433055|7432877|7432883
1345257;7432941|7432935|7432937
1345447;7432913|7433108|7432896
1345511;7432928|7433069|7433020
1345875;7433046|7433028|7433047
1345965;7432925|7433013|7433064
1346020;7433050|7433035|7432979
1346059;7432930|7433014|7432933
1346136;7432878|7433059|7432899
1346156;7433007|7433024|7432985
1346194;7433083|7432983|7433112
1346302;7433089|7432875|7433064
1346332;7432889|7433052|7432962
1346521;7432961|7432976|7432920
1346892;7433074|7433077|7432931
1347002;7433071|7432988|7433098
1347227;7432927|7433017|7433028
1347370;7433032|7432869|7433036
1347585;7432897|7433040|7432909
1347629;7433031|7432940|7433000
1347644;7433004|7432917|7433068
1347803;7432901|7433009|7433072
1347817;7433076|7432901|7433065
1347833;7432879|7432876|7433022
1347914;7433091|7432884|7432964
1348118;7432921|7432866|7433006
1348267;7432959|7433060|7433082
1348481;7433110|7432913|7433042
1348671;7432919|7433006|7433017
1348700;7432952|7433082|7433055
1348834;7433002|7433100|7432903
1349068;7432946|7433014|7433005
1349121;7433034|7432931|7432936
1349140;7433101|7432978|7432988
1349162;7433071|7432921|7432963
1349283;7433009|7432906|7432985
1349356;7433061|7432938|7432870
1349373;7432926|7432906|7432927
1349395;7432932|7433094|7432880
1349618;7433013|7433000|7433077
1349670;7433110|7432936|7432886
1349787;7433008|7432900|7432874
1349856;7433088|7433053|7433064
1349931;7433028|7433036|7432983
1350068;7432899|7432996|7432895
1350073;7432976|7432957|7432879
1350204;7433043|7432961|7432884
1350229;7433016|7433035|7432932
1350243;7432985|7433019|7432935
1350631;7433008|7432921|7432940
1350643;7433076|7432881|7433026
1350679;7432928|7432927|7432963
1350713;7432919|7432935|7432899
1350895;7433047|7433083|7432980
1350900;7433081|7433051|7432918
1351104;7433088|7432984|7433029
1351145;7433034|7433041|7432896
1351434;7432868|7433079|7432948
1351438;7433016|7433022|7432998
1351560;7433036|7432880|7432963
1351884;7432895|7433047|7432924
1351917;7432867|7432880|7433003
1352095;7432942|7432963|7432997
1352103;7432933|7432868|7433044
1352358;7433029|7433073|7433015
1352558;7432875|7432989|7433000
1352561;7433025|7433084|7433059
1352577;7432890|7433005|7433019
1352788;7433081|7432881|7432955
1352808;7432962|7433099|7432957
1352832;7432980|7433056|7432981
1353095;7433027|7432922|7433067
1353113;7433052|7432941|7432938
1353278;7433073|7433020|7433012
1353433;7432876|7433107|7433040
1353437;7433040|7433090|7433107
1353517;7433024|7432936|7432870
1353603;7432959|7432932|7433077
1353829;7432925|7433056|7432870
1353905;7433049|7432957|7432883
1354169;7432948|7432938|7433024
1354256;7432877|7432919|7433005
1354262;7433052|7432881|7432915
1354267;7433065|7433049|7433061
1354311;7432953|7433107|7432882
1354434;7433053|7433088|7432981
1354537;7433043|7433026|7432927
1354540;7433011|7433054|7433049
1354711;7433088|7432951|7433066
1354717;7432968|7432918|7433068
1354828;7432904|7433038|7432978
1354896;7432909|7432886|7432984
1355044;7433100|7433068|7433111
1355439;7432865|7433107|7432894
1355479;7433037|7432997|7433035
1355529;7432865|7432893|7432933
1355565;7433079|7432899|7432985
1355577;7433017|7433088|7432898
1355601;7432932|7432962|7432906
1355659;7433021|7433003|7432873
1355778;7432891|7433003|7433039
1355783;7432910|7432978|7433031
1355886;7433006|7432991|7432933
1356024;7432887|7433077|7433081
1356219;7432913|7433056|7432986
1356280;7432919|7433034|7432947
1356371;7432904|7433014|7433099
1356539;7433020|7433032|7432956
1356768;7432984|7432924|7433068
1356798;7433101|7432956|7432938
1356907;7432955|7432908|7433053
1356914;7433075|7433063|7432935
1356975;7432961|7433019|7432966
1357127;7433045|7432945|7433069
1357143;7433038|7433065|7433076
1357196;7432915|7433007|7433029
1357294;7433080|7432978|7432907
1357468;7433086|7432950|7433071
1357503;7433094|7433061|7432919
1357624;7433045|7432956|7432992
1357700;7432929|7433085|7433025
1357811;7433057|7433049|7432877
1357860;7433021|7433019|7432999
1357938;7432929|7432878|7433010
1358143;7433089|7432922|7433029
1358150;7432980|7432992|7433023
1358211;7433111|7432889|7433069
1358698;7432888|7433068|7433014
1358835;7432989|7433092|7432913
1358844;7432891|7433108|7433058
1358957;7432915|7433077|7433054
1359042;7432879|7433068|7432890
1359048;7433057|7432882|7432969
1359056;7432935|7433019|7433037
1359106;7432930|7433019|7432986
1359126;7432939|7433055|7433030
1359248;7433049|7432888|7433071
1359306;7433070|7432947|7433072
1359371;7432931|7433053|7432960
1359373;7432965|7433049|7433008
1359523;7433110|7432869|7432982
1359692;7433053|7432925|7432879
1359738;7432911|7433100|7432869
1359754;7432929|7432931|7432937
1359956;7432888|7433012|7433036
1360341;7432926|7432986|7433072
1360405;7433040|7433006|7433027
1360482;7432981|7432909|7432876
1360501;7433105|7432930|7432957
1360503;7432908|7433105|7433048
1360599;7432915|7432874|7433094
1360681;7432968|7433029|7433051
1360749;7432870|7433107|7432950
1360862;7432937|7433056|7433069
1360935;7433012|7432965|7433024
1360995;7432886|7433006|7433110
1361020;7432943|7432875|7433056
1361084;7433089|7432933|7432992
1361136;7432887|7433033|7432941
1361227;7433025|7432920|7433049
1361412;7433056|7432948|7432904
1361537;7433060|7432953|7433097
1361574;7433084|7432882|7432919
1361813;7432935|7433013|7432993
1361900;7432886|7432942|7433074
1361902;7432880|7433032|7433023
1362043;7432880|7433075|7433035
1362186;7433050|7432873|7432937
1362217;7433063|7432899|7432947
1362275;7432911|7433013|7432989
1362459;7433042|7432939|7432959
1362502;7432976|7432983|7432920
1362573;7433037|7432885|7432959
1362582;7432943|7432988|7432961
1362642;7433014|7432886|7432953
1362812;7433061|7432936|7433104
1362930;7433089|7432953|7432911
1362932;7432897|7432917|7432893
1363028;7433078|7432895|7432934
1363058;7433009|7433103|7432911
1363363;7433084|7432984|7433086
1363501;7432869|7433064|7432976
1363588;7432975|7432885|7433025
1363735;7433100|7432999|7432883
1363767;7433069|7432995|7433011
1363807;7433045|7432971|7433034
1363828;7433069|7433026|7432956
1363848;7433049|7433097|7432952
1363865;7432954|7432867|7433107
1363968;7433025|7433073|7432996
1363997;7432916|7432886|7433000
1364000;7432958|7433111|7432991
1364113;7432965|7433083|7433078
1364224;7432988|7433103|7433044
1364229;7433001|7432917|7433103
1364263;7433111|7432926|7432913
1364387;7433102|7432866|7433016
1364415;7432924|7432964|7432940
1364727;7432915|7432904|7432892
1364793;7432927|7432886|7433112
1364954;7433075|7433033|7432899
1365116;7432994|7433066|7432903
1365305;7432934|7432924|7433088
1365372;7432976|7432930|7432962
1365593;7433027|7433111|7433050
1365617;7432915|7432924|7432937
1365670;7432990|7432995|7432898
1365698;7433090|7432879|7433004
1365707;7433023|7432907|7432928
1365858;7433000|7432987|7433006
1365887;7433057|7433113|7432946
1366049;7433038|7432980|7433030
1366091;7433014|7432979|7432992
1366175;7433006|7433032|7432894
1366232;7433113|7432908|7433056
1366297;7432902|7433047|7433059
1366317;7433082|7433094|7432892
1366368;7433057|7433060|7433097
1366369;7432967|7433028|7432897
1366374;7432956|7432947|7433032
1366407;7432992|7432971|7432873
1366441;7432913|7433070|7432891
1366485;7433046|7432899|7432876
1366554;7432952|7432956|7433012
1366639;7432990|7433111|7433112
1367177;7432935|7432877|7432878
1367298;7432898|7433068|7433034
1367585;7433089|7433034|7432925
1367601;7432927|7433000|7432995
1367728;7433011|7433096|7432980
1367745;7433027|7432965|7432992
1367764;7433063|7433010|7433096
1367807;7433008|7433081|7432928
1367851;7432928|7432975|7432899
1368019;7433066|7432925|7432919
1368023;7432931|7432956|7433098
1368102;7432957|7433006|7432919
1368130;7433064|7432891|7432979
1368244;7432981|7432883|7433061
1368595;7432955|7432922|7433040
1368634;7432903|7432896|7432874
1368761;7433000|7433059|7433066
1369013;7432944|7432948|7432910
1369049;7433074|7433077|7433054
1369242;7432990|7433010|7433109
1369249;7432916|7433111|7432982
1369287;7433002|7432896|7433037
1369425;7433089|7432989|7432957
1369426;7433029|7432870|7432953
1369445;7432943|7433040|7433044
1369523;7433086|7432911|7432938
1369531;7432898|7432944|7432918
1369543;7432923|7433085|7433038
1369604;7433075|7432963|7433022
1369690;7433078|7433012|7433000
1369954;7432923|7432970|7432967
1370056;7433102|7433016|7433055
1370166;7433029|7432952|7433103
1370322;7433020|7433070|7432993
1370615;7432964|7432991|7432989
1370661;7433091|7432898|7432891
1370722;7433087|7433007|7433093
1370822;7432949|7433091|7432931
1370866;7432980|7432921|7433047
1370876;7433053|7432907|7432922
1370975;7433095|7432944|7433067
1371102;7432976|7432882|7433048
1371483;7433051|7432896|7433017
1371692;7433042|7433062|7433006
1371728;7433080|7432997|7432907
1371738;7433045|7432971|7432969
1372036;7432905|7433046|7432997
1372157;7432939|7433010|7432971
1372266;7433035|7433077|7432876
1372365;7432990|7432900|7432984
1372465;7432990|7432943|7433089
1372524;7433011|7433074|7432880
1372758;7432968|7432948|7432985
1372815;7432974|7433045|7433087
1372838;7433019|7433064|7432995
1372964;7432872|7432996|7432905
1372984;7432923|7432918|7432975
1372987;7433079|7432979|7433068
1373071;7433081|7432925|7432956
1373091;7432974|7432957|7433102
1373124;7433094|7433035|7432944
1373129;7433110|7432939|7432969
1373165;7433010|7432925|7432970
1373295;7433077|7432968|7433089
1373310;7432923|7433002|7432893
1373396;7432909|7433093|7432882
1373516;7433007|7433000|7433101
1373573;7433000|7432942|7432990
1373605;7433016|7433019|7433073
1373643;7433011|7432890|7433086
1373768;7433103|7432920|7432966
1373898;7432903|7433006|7433101
1373973;7432903|7433021|7432961
1373999;7433004|7432992|7433102
1374086;7433086|7433058|7432906
1374099;7432957|7432984|7432871
1374284;7432932|7433094|7432971
1374358;7433004|7433024|7433051
1374363;7432884|7433106|7432947
1374419;7432963|7432903|7432983
1374423;7432869|7432909|7432969
1374532;7432980|7433092|7432987
1374559;7432988|7432982|7433032
1374610;7433054|7432941|7432869
1374784;7432884|7433029|7432873
1374849;7432873|7433016|7433054
1374896;7432879|7432867|7432954
1375033;7433090|7432984|7432931
1375131;7432957|7433052|7433014
1375144;7432973|7433045|7433097
1375164;7432909|7433102|7432988
1375229;7433101|7432896|7433032
1375327;7433105|7433085|7432973
1375474;7433017|7433050|7432917
1375635;7432868|7432904|7432940
1375647;7433093|7432958|7433064
1376163;7432973|7432908|7432938
1376370;7433023|7432895|7432943
1376516;7433035|7432873|7432895
1376632;7433053|7432941|7433056
1376644;7433080|7433105|7433110
1376740;7433098|7433112|7433091
1376989;7433069|7433022|7432995
1377307;7433052|7432920|7432997
1377337;7433000|7433088|7433023
1377411;7432971|7433032|7433062
1377546;7432968|7432995|7433052
1377814;7432908|7432963|7433036
1377865;7433088|7432918|7433040
1377895;7432981|7433053|7432872
1377915;7433037|7433027|7433056
1377940;7432915|7432957|7432947
1378155;7433033|7433065|7433030
1378216;7432988|7432983|7432885
1378410;7433025|7432912|7433063
1378625;7432893|7433034|7433093
1378641;7433035|7433055|7432907
1379012;7433092|7432951|7433024
1379324;7433043|7432957|7432868
1379435;7432949|7432992|7433052
1379531;7433047|7433064|7433056
1379798;7433112|7433111|7432881
1379947;7432962|7433043|7433059
1380053;7432920|7432988|7433006
1380296;7433026|7433111|7432907
1380354;7433031|7433025|7432973
1380477;7433103|7432896|7433026
1380500;7432882|7432900|7433046
1380582;7432883|7433079|7432880
1380622;7433045|7433113|7432876
1380634;7432899|7432906|7432951
1380646;7433002|7433067|7433016
1380708;7433019|7433020|7433069
1380804;7432883|7432902|7433034
1380916;7433083|7433040|7432881
1381003;7433049|7432947|7433098
1381060;7432966|7432916|7432937
1381083;7432959|7432869|7432938
1381143;7433084|7433079|7432947
1381156;7433053|7433061|7433028
1381327;7433113|7433055|7432928
1381597;7432907|7432928|7433015
1381804;7432997|7432988|7433012
1381819;7432938|7432982|7433113
1381850;7432869|7432941|7433057
1381864;7433087|7433063|7433040
1381936;7433083|7433061|7432914
1381969;7432890|7433111|7432947
1382225;7433052|7432883|7432893
1382290;7432957|7432973|7432903
1382470;7433103|7432874|7433014
1382539;7433035|7432878|7433111
1382671;7432996|7432940|7433033
1382712;7432985|7433011|7432913
1382858;7432997|7432917|7433016
1382938;7432914|7433024|7433056
1382993;7432907|7433074|7432960
1383050;7432925|7433072|7433011
1383299;7432949|7432947|7432933
1383379;7432932|7432870|7432933
1383537;7433090|7433007|7433043
1383833;7432895|7433108|7433012
1384015;7433058|7433040|7432981
1384196;7433038|7433081|7432953
1384486;7433014|7433058|7432917
1384560;7433109|7432938|7432988
1384653;7433073|7432870|7433022
1384668;7433095|7433021|7432971
1384813;7432955|7432894|7432966
1384826;7432884|7432883|7433088
1385058;7433101|7433011|7432905
1385187;7432900|7433103|7433053
1385302;7433078|7433027|7433079
1385309;7432972|7433001|7432968
1385443;7433065|7433070|7433097
1385498;7433052|7433017|7432880
1385590;7432991|7432925|7433063
1385937;7433090|7433049|7432968
1385991;7433010|7432890|7432936
1386173;7432984|7432915|7432874
1386214;7432936|7432889|7433063
1386562;7432937|7433102|7432927
1386577;7432892|7433035|7433078
1386698;7432970|7433032|7433046
1386724;7433102|7432885|7433015
1386771;7432939|7433049|7433039
1386832;7432991|7432898|7433102
1386859;7433061|7432884|7432964
1386876;7433004|7433013|7432975
1386923;7433092|7432976|7433094
1387037;7433041|7432931|7432884
1387071;7432957|7432963|7432924
1387396;7432983|7433092|7433104
1387465;7432997|7433066|7432907
1387500;7432981|7432966|7433033
1387508;7433052|7433047|7432876
1387698;7433101|7432871|7432867
1387797;7432969|7432908|7432873
1387827;7432973|7433007|7432898
1387840;7433089|7432996|7433073
1387852;7433015|7433061|7432979
1387991;7432905|7432906|7433005
1388143;7432922|7432960|7432911
1388241;7432886|7432916|7433039
1388364;7432974|7432990|7433013
1388433;7433075|7432953|7433072
1388522;7432951|7433066|7432929
1388575;7433111|7433087|7433015
1388692;7432993|7433011|7432949
1388748;7432913|7433107|7432896
1388929;7433005|7432911|7433026
1388939;7432941|7432994|7433030
1388965;7432982|7432994|7432900
1388991;7433025|7433015|7432925
1389055;7432888|7432986|7433107
1389144;7433078|7433047|7433033
1389257;7432893|7433086|7432986
1389367;7433086|7432899|7433105
1389529;7433004|7433011|7433072
1389657;7432896|7432865|7433108
1389908;7432930|7432905|7432914
1389990;7433016|7433072|7432960
1390072;7433076|7433033|7432938
1390322;7432882|7432959|7432967
1390350;7433025|7433029|7433086
1390469;7432969|7433045|7433070
1390523;7433024|7433065|7433110
1390538;7433009|7432907|7432948
1390551;7433102|7433081|7432968
1390571;7433104|7432958|7433064
1390665;7433021|7432872|7433015
1390704;7433065|7433104|7433085
1390849;7432980|7432972|7432927
1390948;7432983|7433011|7433027
1390986;7432973|7432948|7432906
1391207;7433054|7432920|7433072
1391511;7432913|7432935|7433008
1391621;7433107|7433047|7433019
1391681;7432957|7432912|7432888
1391768;7433101|7433083|7433016
1391770;7433113|7432866|7433048
1391779;7433080|7432996|7433028
1391864;7433088|7433068|7432875
1391918;7432884|7433046|7433054
1392068;7433028|7432933|7432909
1392114;7432997|7433075|7433001
1392162;7432945|7432949|7432886
1392280;7432970|7433095|7433071
1392292;7433108|7432939|7433113
1392408;7432915|7433077|7433086
1392492;7432998|7432985|7432869
1392674;7432957|7432968|7432940
1392815;7432978|7433018|7432937
1392856;7432921|7433016|7433069
1392874;7433014|7432964|7433098
1392887;7432958|7432952|7433072
1392904;7432900|7432991|7432984
1393040;7432912|7432990|7432931
1393045;7432902|7432949|7433076
1393392;7432973|7433038|7432977
1393422;7433019|7433076|7432895
1393494;7432911|7432921|7433074
1393562;7432888|7433109|7433089
1393574;7433100|7432989|7433101
1393679;7432997|7433069|7432886
1393696;7432884|7432988|7432948
1393965;7432977|7432915|7432978
1394106;7432882|7433098|7433016
1394134;7432990|7433064|7432995
1394206;7432896|7432940|7432872
1394295;7432948|7432898|7433077
1394337;7433028|7432893|7432939
1394369;7432987|7432886|7432991
1394458;7432910|7432906|7433037
1394638;7433035|7432916|7432867
1394724;7433026|7433073|7433104
1394768;7433104|7433023|7432883
1394804;7432971|7432917|7433053
1394880;7432868|7433038|7432909
1394912;7432897|7432974|7433054
1395094;7432892|7432996|7433015
1395119;7433035|7432931|7432985
1395121;7432956|7432887|7432876
1395165;7432968|7432990|7433026
1395223;7433071|7433099|7433103
1395310;7432883|7433039|7432878
1395507;7432965|7433000|7432949
1395518;7433030|7432870|7432894
1395673;7432916|7432927|7432869
1395719;7433097|7433060|7432911
1396117;7432954|7432928|7433024
1396134;7432984|7432897|7432936
1396155;7433093|7433098|7432939
1396237;7432969|7433082|7433105
1396311;7433071|7433109|7433073
1396403;7433007|7433058|7433048
1396569;7433023|7432945|7433073
1396614;7432971|7433056|7433036
1396732;7432999|7433106|7432987
1396838;7432883|7433107|7432871
1397268;7433059|7433039|7432908
1397398;7433012|7433080|7433094
1397400;7433098|7432952|7432893
1397538;7432953|7432931|7432898
1397599;7432880|7432982|7433043
1397711;7433104|7433098|7432874
1397716;7432966|7433103|7433105
1397811;7432948|7433061|7433073
1397841;7433021|7432948|7432984
1397844;7433102|7432935|7432897
1397965;7432980|7433052|7433046
1398222;7432987|7432933|7433071
1398232;7433055|7432911|7433101
1398302;7432894|7432970|7432882
1398492;7432972|7433038|7432943
1398510;7432890|7433023|7432990
1398554;7433076|7433095|7432871
1398599;7433095|7432996|7432911
1398662;7433044|7432887|7433088
1398852;7433083|7432966|7433081
1399020;7432888|7433060|7432872
1399044;7433055|7433017|7433025
1399200;7432924|7432925|7432881
1399302;7432949|7432981|7432922
1399345;7432984|7432973|7433042
1399440;7432950|7433020|7433106
1399573;7432907|7432977|7433089
1399645;7432959|7432994|7432915
1399677;7432948|7433009|7432986
1399802;7433047|7432916|7432979
1399918;7433111|7432965|7433031
1399990;7433047|7432984|7432920
1400019;7433093|7432894|7433104
1400100;7433099|7432944|7433071
1400105;7433087|7433082|7432963
1400141;7432905|7433084|7432968
1400215;7432917|7432915|7433014
1400220;7432872|7432945|7432944
1400230;7432972|7433085|7433048
1400441;7432967|7432880|7433049
1400445;7432907|7432913|7433069
1400482;7432941|7433106|7433008
1400537;7433089|7433096|7432946
1400588;7432898|7432870|7432955
1400690;7433001|7433078|7433091
1400695;7433001|7433021|7433042
1400807;7432917|7432976|7433026
1400826;7432929|7433095|7433075
1400997;7432884|7432983|7432890
1401087;7433017|7433015|7433051
1401292;7432872|7433040|7433105
1401307;7432900|7432893|7433045
1401426;7432901|7432882|7432944
1401557;7432909|7432980|7433007
1401571;7432873|7432920|7433088
1401646;7432968|7433064|7432919
1401745;7432995|7433013|7432953
1401753;7433052|7432901|7432878
1401879;7433025|7433018|7432887
1402043;7432913|7432887|7433079
1402050;7433041|7433020|7432867
1402138;7432995|7432892|7432910
1402226;7433001|7433008|7433096
1402254;7433090|7432899|7433038
1402330;7433011|7432908|7432963
1402345;7433090|7433069|7432933
1402589;7433051|7432942|7432924
1402703;7432951|7433020|7432975
1402834;7432882|7433050|7433108
1402835;7433057|7432921|7433099
1402906;7433044|7432999|7432867
1402936;7433028|7432975|7432894
1403097;7432960|7432905|7432877
1403148;7432982|7432879|7433063
1403179;7432921|7433006|7432962
1403497;7432963|7433000|7432916
1403502;7432948|7433057|7432896
1403527;7432924|7433000|7433062
1403619;7433107|7433040|7432936
1403670;7433066|7432919|7432975
1403902;7433087|7432899|7433042
1403937;7432900|7433012|7432915
1403987;7432961|7432931|7433046
1404005;7433101|7433070|7433099
1404106;7432931|7432912|7433040
1404188;7432950|7432967|7432912
1404266;7433035|7433097|7433042
1404384;7432983|7432963|7432912
1404605;7433005|7433002|7432887
1404624;7432942|7432916|7433057
1404816;7432895|7433049|7432949
1404896;7433018|7432901|7432905
1404909;7432989|7433023|7432973
1405168;7433065|7432878|7432967
1405195;7432928|7432916|7432876
1405201;7432955|7433086|7432994
1405217;7433018|7432976|7433103
1405456;7433002|7432919|7432996
1405486;7432950|7433014|7433082
1405585;7433005|7433104|7433075
1405670;7433096|7432922|7432999
1406010;7433018|7432919|7432965
1406096;7433112|7432868|7433085
1406221;7432867|7432919|7432943
1406239;7433031|7433059|7433081
1406344;7433038|7433104|7433067
1406373;7432875|7432919|7432868
1406435;7432942|7432980|7432990
1406604;7433093|7432900|7432877
1406624;7432907|7432904|7433086
1406633;7433089|7433005|7433006
1406969;7432974|7433094|7432887
1407110;7432920|7433061|7433022
1407301;7433043|7432999|7432998
1407354;7433025|7433113|7433035
1407619;7433031|7432981|7433025
1407649;7432901|7433069|7432983
1407747;7432975|7432947|7433090
1407760;7433079|7433012|7432879
1407781;7433098|7432930|7433096
1407821;7432982|7433067|7433097
1407888;7432892|7433062|7433042
1407917;7433101|7433113|7432875
1408029;7432987|7432925|7432914
1408034;7433034|7433094|7433009
1408264;7432998|7432956|7432888
1408328;7432889|7433112|7432974
1408433;7432900|7432934|7433009
1408435;7432935|7432971|7432870
1408439;7433047|7433102|7433078
1408572;7432936|7432906|7433044
1408870;7433015|7432900|7432922
1409159;7433011|7432909|7433044
1409383;7432879|7433056|7432957
1409512;7432929|7433025|7432866
1409650;7432939|7432958|7433046
